NUM_OF_CORE,MORSEL_SIZE,cols,recSize,TimeTaken
2,2640,3,264,23.00000
2,2904,3,264,24.00000
2,3168,3,264,23.00000
2,3432,3,264,17.50000
2,3696,3,264,22.00000
2,3960,3,264,23.00000
2,4224,3,264,23.50000
2,4488,3,264,16.50000
2,4752,3,264,23.50000
2,5016,3,264,22.00000
2,5280,3,264,18.50000
2,5544,3,264,24.00000
2,5808,3,264,23.50000
2,6072,3,264,17.50000
2,6336,3,264,16.50000
2,6600,3,264,25.50000
2,6864,3,264,27.50000
2,7128,3,264,18.00000
2,7392,3,264,24.00000
2,7656,3,264,19.50000
2,7920,3,264,17.50000
2,8184,3,264,24.00000
2,8448,3,264,22.00000
2,8712,3,264,19.50000
2,8976,3,264,18.50000
2,9240,3,264,17.00000
2,9504,3,264,18.00000
2,9768,3,264,17.50000
2,10032,3,264,24.00000
2,10296,3,264,23.00000
2,10560,3,264,22.50000
2,10824,3,264,17.50000
2,11088,3,264,24.00000
2,11352,3,264,12.00000
2,11616,3,264,22.50000
2,11880,3,264,16.50000
2,12144,3,264,24.00000
2,12408,3,264,23.50000
2,12672,3,264,26.00000
2,12936,3,264,17.50000
2,13200,3,264,18.00000
2,13464,3,264,23.00000
2,13728,3,264,22.50000
2,13992,3,264,19.00000
2,14256,3,264,18.00000
2,14520,3,264,22.00000
2,14784,3,264,18.50000
2,15048,3,264,12.00000
2,15312,3,264,24.50000
2,15576,3,264,23.00000
2,15840,3,264,21.50000
2,16104,3,264,22.00000
2,16368,3,264,17.00000
2,16632,3,264,17.00000
2,16896,3,264,12.00000
2,17160,3,264,22.50000
2,17424,3,264,19.00000
2,17688,3,264,17.00000
2,17952,3,264,22.50000
2,18216,3,264,23.00000
2,18480,3,264,23.50000
2,18744,3,264,23.50000
2,19008,3,264,36.00000
2,19272,3,264,22.50000
2,19536,3,264,17.00000
2,19800,3,264,11.00000
2,20064,3,264,17.50000
2,20328,3,264,22.50000
2,20592,3,264,18.50000
2,20856,3,264,21.50000
2,21120,3,264,21.00000
2,21384,3,264,17.00000
2,21648,3,264,13.00000
2,21912,3,264,18.50000
2,22176,3,264,20.50000
2,22440,3,264,18.50000
2,22704,3,264,24.50000
2,22968,3,264,23.00000
2,23232,3,264,21.50000
2,23496,3,264,36.00000
2,23760,3,264,17.50000
2,24024,3,264,18.00000
2,24288,3,264,18.00000
2,24552,3,264,22.50000
2,24816,3,264,18.50000
2,25080,3,264,23.00000
2,25344,3,264,20.50000
2,25608,3,264,18.50000
2,25872,3,264,22.50000
2,26136,3,264,17.50000
2,26400,3,264,16.50000
2,5200,4,520,26.50000
2,5720,4,520,28.50000
2,6240,4,520,19.50000
2,6760,4,520,27.50000
2,7280,4,520,24.50000
2,7800,4,520,21.00000
2,8320,4,520,14.50000
2,8840,4,520,26.00000
2,9360,4,520,28.00000
2,9880,4,520,26.00000
2,10400,4,520,27.50000
2,10920,4,520,26.00000
2,11440,4,520,20.50000
2,11960,4,520,27.00000
2,12480,4,520,27.50000
2,13000,4,520,27.00000
2,13520,4,520,26.50000
2,14040,4,520,20.50000
2,14560,4,520,41.50000
2,15080,4,520,28.50000
2,15600,4,520,27.50000
2,16120,4,520,21.50000
2,16640,4,520,20.50000
2,17160,4,520,21.50000
